"","log_prior","log_likelihood","log_posterior","time_shift","beta_0","beta_1","wane","log_delta","sigma_2"
"78",-12.99290306659,-41401.127514046,-41414.1204171126,0.807378398719785,0.558002639120197,0.462414075022343,0.169175757709449,-8.13835266373336,5.63448988558436
"79",-12.99290306659,-41401.127514046,-41414.1204171126,0.807378398719785,0.558002639120197,0.462414075022343,0.169175757709449,-8.13835266373336,5.63448988558436
"80",-12.99290306659,-41401.127514046,-41414.1204171126,0.807378398719785,0.558002639120197,0.462414075022343,0.169175757709449,-8.13835266373336,5.63448988558436
"81",-12.99290306659,-41401.127514046,-41414.1204171126,0.807378398719785,0.558002639120197,0.462414075022343,0.169175757709449,-8.13835266373336,5.63448988558436
"82",-12.99290306659,-41401.127514046,-41414.1204171126,0.807378398719785,0.558002639120197,0.462414075022343,0.169175757709449,-8.13835266373336,5.63448988558436
"83",-12.99290306659,-41401.127514046,-41414.1204171126,0.807378398719785,0.558002639120197,0.462414075022343,0.169175757709449,-8.13835266373336,5.63448988558436
"84",-12.99290306659,-41401.127514046,-41414.1204171126,0.807378398719785,0.558002639120197,0.462414075022343,0.169175757709449,-8.13835266373336,5.63448988558436
"85",-12.99290306659,-41401.127514046,-41414.1204171126,0.807378398719785,0.558002639120197,0.462414075022343,0.169175757709449,-8.13835266373336,5.63448988558436
"86",-15.2544162693393,-41379.7046651961,-41394.9590814654,0.385407549498277,0.429861101399232,0.455871068568829,0.612320383678708,-7.23282566819717,4.8114022703859
"87",-15.2544162693393,-41379.7046651961,-41394.9590814654,0.385407549498277,0.429861101399232,0.455871068568829,0.612320383678708,-7.23282566819717,4.8114022703859
"88",-15.2544162693393,-41379.7046651961,-41394.9590814654,0.385407549498277,0.429861101399232,0.455871068568829,0.612320383678708,-7.23282566819717,4.8114022703859
"89",-15.2544162693393,-41379.7046651961,-41394.9590814654,0.385407549498277,0.429861101399232,0.455871068568829,0.612320383678708,-7.23282566819717,4.8114022703859
"90",-15.2544162693393,-41379.7046651961,-41394.9590814654,0.385407549498277,0.429861101399232,0.455871068568829,0.612320383678708,-7.23282566819717,4.8114022703859
"91",-15.2544162693393,-41379.7046651961,-41394.9590814654,0.385407549498277,0.429861101399232,0.455871068568829,0.612320383678708,-7.23282566819717,4.8114022703859
